,Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,team_name
39,5/4/2024,at,Gettysburg,L,4-5,29,4,10,2,0,0,0,1,0,1,0,1,2,0,1,5,18,10,2,0.345,softball
40,5/10/2024,vs,Swarthmore,W,8-7,34,8,9,7,1,0,3,3,0,2,0,0,3,2,0,7,30,13,3,0.265,softball
41,5/11/2024,vs,Gettysburg,L,0-7,23,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,18,7,3,0.087,softball
42,Total,,,,247-159,1198,247,371,210,58,16,14,66,0,107,9,17,44,13,7,126,856,325,68,,softball
43,2/23/2023,at,Kean University,L,1-3,29,1,8,1,1,0,0,0,0,1,1,0,0,0,0,7,18,10,3,0.276,softball
44,2/23/2023,at,Kean University,W,2-1,26,2,5,2,1,0,0,3,0,0,0,0,0,0,0,4,21,11,0,0.192,softball
45,3/11/2023,at,Randolph-Macon,L,0-6,22,0,2,0,1,0,0,0,0,0,0,0,1,0,0,11,18,4,1,0.091,softball
46,3/11/2023,at,Randolph-Macon,L,0-6,24,0,3,0,1,0,0,1,0,0,0,0,0,0,0,11,18,6,2,0.125,softball
47,3/13/2023,vs,Salem State,W,12-3,27,12,11,11,4,2,2,2,0,3,0,1,0,1,0,1,15,9,3,0.407,softball
48,3/13/2023,vs,Albertus Magnus,W,3-2,24,3,5,3,1,0,0,1,0,3,0,0,2,1,0,2,21,9,1,0.208,softball
49,3/14/2023,vs,TCNJ,L,2-9,29,2,8,1,2,0,0,0,0,1,0,0,1,0,0,4,21,6,1,0.276,softball
50,3/14/2023,at,Worcester St.,L,5-7,25,5,3,2,1,0,0,8,0,6,1,0,2,0,0,4,24,15,3,0.12,softball
51,3/16/2023,vs,Cortland,L,4-6,32,4,13,3,2,0,0,0,0,2,0,0,1,0,0,6,21,8,3,0.406,softball
52,3/16/2023,vs,Mansfield,W,5-4,30,5,10,4,2,1,0,1,0,0,0,1,1,0,0,4,21,7,1,0.333,softball
53,3/17/2023,vs,Me.-Presque Isle,W,12-4,23,12,9,10,3,0,0,6,0,5,0,0,0,1,0,3,15,9,1,0.391,softball
